firstname,p_f_r_his,p_f_r_whi,p_f_r_bla,p_f_r_asi,p_f_r_oth
SHELTON,5.46E-06,8.67E-06,0.000160734,5.99E-06,0
SHENG,5.46E-06,4.56E-07,0,0.000299514,0
SHEREE,5.46E-06,6.38E-05,0.000116086,1.20E-05,0.000116836
SHERI,2.73E-05,0.000402238,0.000178594,0.000107825,0.000467344
SHERIDAN,0,1.32E-05,0,0,0
SHERIE,1.09E-05,2.65E-05,8.93E-06,5.99E-06,0
SHERILYN,0,2.42E-05,1.79E-05,1.20E-05,0
SHERMAN,1.64E-05,4.83E-05,0.000437555,0.000119806,0.000116836
SHERRI,3.28E-05,0.000489801,0.000446484,7.19E-05,0.000233672
SHERRIE,2.73E-05,0.000160075,0.000214313,3.00E-05,0.000116836
SHERRIL,0,1.09E-05,0,0,0
SHERRILL,5.46E-06,3.47E-05,3.57E-05,5.99E-06,0.000233672
SHERRY,0.000109198,0.000914842,0.000812602,0.000287534,0.00058418
SHERRYL,5.46E-06,2.33E-05,3.57E-05,5.99E-06,0
SHERWIN,0,1.32E-05,5.36E-05,4.79E-05,0
SHERWOOD,0,1.32E-05,3.57E-05,0,0
SHERYL,3.82E-05,0.000515796,0.000401836,0.000125796,0.000701016
SHERYLE,0,8.67E-06,0,0,0
SHI,0,0,0,0.000239611,0
SHIH,0,0,0,0.000119806,0
SHILOH,0,6.84E-06,0,0,0
SHILPA,5.46E-06,4.56E-06,0,0.000293524,0.000116836
SHIN,0,1.37E-06,0,0.000179709,0
SHIRA,0,1.60E-05,8.93E-06,0,0
SHIRLEE,0,2.23E-05,8.93E-06,1.20E-05,0
SHIRLEY,0.000338515,0.001097263,0.003268266,0.000820669,0.001752541
SHLOMO,0,1.32E-05,0,0,0
SHMUEL,0,6.84E-06,0,0,0
SHON,0,1.46E-05,3.57E-05,5.99E-06,0
SHONDA,0,1.09E-05,6.25E-05,5.99E-06,0
SHU,0,9.12E-07,0,0.000616999,0
SHUANG,0,0,0,0.000119806,0
SHUI,0,0,0,8.99E-05,0
SHYAM,0,3.19E-06,8.93E-06,0.000149757,0
SI,0,1.82E-06,0,0.000179709,0
SIAMAK,0,1.28E-05,0,1.20E-05,0
SIDNEY,2.18E-05,0.000151409,0.000482203,9.58E-05,0.000116836
SIEGFRIED,0,1.05E-05,0,0,0
SIERRA,5.46E-06,1.73E-05,8.93E-06,5.99E-06,0.000116836
SIGNE,0,1.00E-05,0,0,0
SIGRID,1.09E-05,2.51E-05,8.93E-06,0,0
SILAS,2.18E-05,1.64E-05,8.93E-05,1.80E-05,0.000233672
SILVANA,5.46E-05,2.19E-05,0,3.00E-05,0
SILVIA,0.002238566,6.02E-05,6.25E-05,3.59E-05,0.000233672
SILVIO,0.000120118,1.14E-05,0,0,0.000116836
SIMA,0,1.46E-05,0,4.19E-05,0.000116836
SIMEON,1.09E-05,9.12E-06,9.82E-05,3.59E-05,0
SIMON,0.000300295,0.000166915,0.000178594,0.000694873,0.000116836
SIMONA,4.91E-05,1.09E-05,2.68E-05,1.20E-05,0.000233672
SIMONE,5.46E-05,4.83E-05,0.000267891,3.59E-05,0.000350508
SIOBHAN,0,4.06E-05,3.57E-05,1.20E-05,0
SIU,0,4.56E-07,0,0.000197679,0
SIVAKUMAR,0,2.28E-06,0,0.000185699,0.000116836
SKY,0,8.67E-06,0,0,0
SKYE,1.09E-05,1.46E-05,0,5.99E-06,0.000116836
SKYLAR,0,7.75E-06,0,0,0
SKYLER,0,1.14E-05,0,0,0
SLAVICA,0,6.84E-06,0,0,0
SLAWOMIR,0,2.42E-05,0,0,0
SLOANE,0,7.75E-06,0,0,0
SLOBODAN,0,9.12E-06,0,0,0
SMITA,5.46E-06,4.10E-06,0,0.000257582,0
SNEZANA,0,9.58E-06,0,0,0
SO,0,0,0,0.000161738,0
SOCORRO,0.000731629,9.58E-06,0,8.39E-05,0.000116836
SOFIA,0.000502312,3.56E-05,1.79E-05,8.99E-05,0.000116836
SOHAIL,0,4.56E-06,0,0.00020367,0.000116836
SOK,0,0,0,9.58E-05,0
SOLEDAD,0.000256616,1.82E-06,8.93E-06,7.19E-05,0
SOLOMON,1.64E-05,1.87E-05,0.000464344,0.000107825,0.000233672
SOMMER,1.09E-05,1.28E-05,0,0,0
SON,1.09E-05,2.28E-06,0,0.001024339,0.000116836
SONA,0,9.58E-06,8.93E-06,4.79E-05,0
SONAL,0,4.56E-06,0,0.000233621,0.000116836
SONDRA,5.46E-06,0.000103524,0.000160734,2.40E-05,0
SONG,0,2.28E-06,0,0.000521155,0
SONIA,0.002194886,0.000145937,0.000598289,0.000491203,0.000233672
SONJA,2.73E-05,0.000159618,0.000401836,3.00E-05,0.000233672
SONNY,3.28E-05,1.87E-05,3.57E-05,0.000317485,0
SONYA,0.000174717,0.000161899,0.000803672,7.79E-05,0.000467344
SOO,5.46E-06,1.37E-06,0,0.000467242,0.000116836
SOOK,0,4.56E-07,0,0.00022164,0
SOON,0,1.37E-06,0,0.000599028,0
SOPHIA,0.000180177,6.84E-05,0.000339328,0.000275553,0
SOPHIE,2.73E-05,4.24E-05,6.25E-05,8.39E-05,0
SORAYA,4.91E-05,1.23E-05,8.93E-06,2.40E-05,0.000350508
SOREN,0,7.75E-06,0,0,0
SPENCER,5.46E-06,0.00017558,0.000232172,0.000119806,0.000116836
SPIRO,0,7.30E-06,0,0,0
SRIDHAR,5.46E-06,3.19E-06,0,0.000335456,0
SRIKANTH,0,2.28E-06,0,0.000263572,0
SRINIVAS,5.46E-06,9.58E-06,0,0.000611009,0.000467344
SRINIVASA,0,1.37E-06,0,0.000395359,0.000116836
SRINIVASAN,5.46E-06,1.82E-06,0,0.000263572,0
SRIRAM,0,2.28E-06,0,0.000167728,0.000116836
STACEY,0.000185637,0.000914386,0.000625078,0.000143767,0.000934689
STACI,2.18E-05,0.000145025,5.36E-05,3.59E-05,0
STACIA,5.46E-06,3.92E-05,2.68E-05,2.40E-05,0
STACIE,4.91E-05,0.00022529,0.000107156,3.00E-05,0
STACY,0.000136498,0.000960447,0.000464344,0.00020367,0.001402033
STAN,1.09E-05,7.52E-05,5.36E-05,4.19E-05,0.000116836
STANFORD,0,1.73E-05,8.93E-05,1.20E-05,0
STANISLAV,5.46E-06,2.01E-05,0,0,0
STANISLAW,0,4.61E-05,0,0,0
STANISLAWA,0,8.67E-06,0,0,0
STANLEY,0.000125578,0.000786235,0.001276945,0.000808688,0.000817853
STANTON,0,1.55E-05,2.68E-05,1.80E-05,0.000116836
STARLA,5.46E-06,2.37E-05,3.57E-05,0,0
STARR,5.46E-06,1.78E-05,2.68E-05,0,0
STAVROS,0,9.58E-06,0,0,0
STEFAN,4.37E-05,0.000110365,4.46E-05,5.39E-05,0.000116836
STEFANI,1.09E-05,2.69E-05,0,5.99E-06,0.000116836
STEFANIA,0,8.21E-06,0,0,0
STEFANIE,4.37E-05,0.000181965,8.93E-05,4.79E-05,0.000116836
STEFANO,0,2.14E-05,8.93E-06,0,0
STEFFANIE,1.09E-05,1.55E-05,1.79E-05,0,0
STEFFANY,0,6.84E-06,0,0,0
STEFFEN,0,6.84E-06,0,0,0
STELLA,0.000283916,0.000103068,0.000446484,0.000347436,0.000701016
STEPAN,0,1.00E-05,0,0,0
STEPHAN,1.64E-05,0.000135904,6.25E-05,1.80E-05,0.000116836
STEPHANE,5.46E-06,1.78E-05,2.68E-05,5.99E-06,0
STEPHANI,0,2.19E-05,0,0,0
STEPHANIE,0.000797148,0.002656963,0.002455664,0.000694873,0.002219886
STEPHANY,1.09E-05,2.14E-05,3.57E-05,5.99E-06,0.000233672
STEPHEN,0.000578751,0.006121596,0.001384102,0.001443658,0.001752541
STEPHENIE,5.46E-06,1.50E-05,0,5.99E-06,0
STERLING,0,4.15E-05,0.000223242,3.59E-05,0
STEVAN,1.09E-05,2.37E-05,0,0,0
STEVE,0.000764388,0.001128274,0.0005715,0.001251969,0.001168361
STEVEN,0.001386819,0.008166992,0.001982391,0.00231225,0.003154574
STEVIE,5.46E-06,9.12E-06,9.82E-05,1.20E-05,0.000116836
STEWART,2.18E-05,0.000145481,7.14E-05,5.39E-05,0
STUART,2.18E-05,0.000518532,9.82E-05,0.000149757,0
SU,0,2.74E-06,0,0.000449271,0
SUBHASH,0,1.37E-06,8.93E-06,0.000155747,0.000116836
SUDHA,5.46E-06,6.84E-06,0,0.000293524,0.000116836
SUDHAKAR,0,3.19E-06,0,0.000161738,0
SUDHIR,0,2.74E-06,8.93E-06,0.000281543,0
SUE,3.82E-05,0.000523549,8.93E-05,0.000371398,0.000233672
SUEANN,0,1.28E-05,0,1.20E-05,0.000350508
SUELLEN,0,1.73E-05,0,5.99E-06,0
SUK,5.46E-06,9.12E-07,8.93E-06,0.000251592,0
SUKHWINDER,1.09E-05,3.65E-06,0,0.000161738,0
SUMAN,0,3.19E-06,0,0.00020966,0.000116836
SUMIT,0,3.19E-06,0,0.000227631,0
SUMMER,1.09E-05,9.76E-05,5.36E-05,2.40E-05,0
SUN,5.46E-06,5.47E-06,0,0.000802698,0.000116836
SUNDAY,0,8.67E-06,9.82E-05,5.99E-06,0
SUNG,5.46E-06,2.74E-06,0,0.001425688,0.000116836
SUNIL,0,1.82E-05,3.57E-05,0.000952455,0.000233672
SUNITA,1.09E-05,8.21E-06,0,0.000323475,0.000116836
SUNNY,0,3.28E-05,1.79E-05,0.000329466,0.000233672
SUNSHINE,0,1.50E-05,8.93E-06,0,0
SUONG,0,0,0,0.000101835,0
SURENDRA,0,3.65E-06,8.93E-06,0.00020367,0.000116836
SURESH,0,1.69E-05,8.93E-06,0.000808688,0.000233672
SURINDER,0,7.30E-06,0,0.000311495,0.000350508
SUSAN,0.001195722,0.008607995,0.000875109,0.002198434,0.005257624
SUSANA,0.001081063,2.92E-05,2.68E-05,0.000155747,0
SUSANN,0,1.37E-05,2.68E-05,0,0
SUSANNA,9.83E-05,7.07E-05,0,0.000137777,0
SUSANNAH,0,3.24E-05,0,2.40E-05,0
SUSANNE,2.73E-05,0.000222554,8.93E-06,2.40E-05,0
SUSETTE,0,6.84E-06,0,0,0
SUSHIL,0,3.65E-06,0,0.000173718,0
SUSIE,0.000109198,5.34E-05,0.000214313,0.000245602,0.000116836
SUZAN,1.09E-05,7.62E-05,6.25E-05,3.00E-05,0.000116836
SUZANN,0,2.78E-05,0,0,0
SUZANNA,3.82E-05,3.24E-05,8.93E-06,2.40E-05,0
SUZANNE,0.000316675,0.001760363,0.000169664,0.000275553,0.000350508
SUZETTE,6.01E-05,7.80E-05,0.000142875,5.39E-05,0.000116836
SUZIE,5.46E-06,9.12E-06,8.93E-06,4.79E-05,0
SUZY,0,1.28E-05,0,3.59E-05,0
SVEN,5.46E-06,2.28E-05,0,5.99E-06,0
SVETLANA,0,9.44E-05,0,1.80E-05,0
SWATI,0,5.93E-06,0,0.000227631,0.000233672
SYBIL,5.46E-06,2.60E-05,7.14E-05,5.99E-06,0.000233672
SYDNEY,2.73E-05,6.80E-05,0.000142875,5.39E-05,0
SYED,1.09E-05,3.15E-05,0,0.001281921,0.000467344
SYLVAIN,0,7.30E-06,0,0,0
SYLVESTER,3.28E-05,1.50E-05,0.000553641,1.20E-05,0
SYLVIA,0.001861831,0.0003767,0.001535906,0.000449271,0.000701016
SYLVIE,0,1.78E-05,1.79E-05,1.20E-05,0
SYLWIA,0,7.30E-06,0,0,0
TABATHA,2.18E-05,2.83E-05,6.25E-05,0,0.000233672
TABITHA,3.28E-05,7.48E-05,0.000160734,1.80E-05,0.000233672
TAD,0,4.65E-05,0,3.00E-05,0
TADD,0,8.21E-06,0,0,0
TADEUSZ,0,3.15E-05,0,1.20E-05,0
TAE,0,1.37E-06,0,0.000557096,0
TAI,0,7.30E-06,1.79E-05,0.00063497,0
TAK,0,4.56E-07,0,0.000179709,0
TAKASHI,0,0,0,0.000101835,0
TAL,0,1.55E-05,8.93E-06,0,0
TALIA,1.09E-05,1.32E-05,1.79E-05,0,0
TALIN,0,6.84E-06,0,0,0
TAM,0,3.65E-06,0,0.000892552,0
TAMA,0,9.12E-06,0,0,0
TAMAR,1.09E-05,2.74E-05,6.25E-05,5.99E-06,0.000116836
TAMARA,0.000163797,0.000739261,0.000687586,5.99E-05,0.00058418
TAMATHA,0,1.19E-05,3.57E-05,0,0
TAMEKA,0,1.37E-06,0.000241102,0,0
TAMELA,1.09E-05,3.51E-05,8.04E-05,0,0
TAMERA,0,7.07E-05,7.14E-05,0,0
TAMI,4.91E-05,0.000242164,3.57E-05,3.59E-05,0.000116836
TAMIE,5.46E-06,1.46E-05,8.93E-06,0,0
TAMIKA,1.64E-05,2.74E-06,0.000651867,0,0
TAMMI,1.09E-05,7.30E-05,4.46E-05,0,0
TAMMIE,2.73E-05,0.000110821,0.000232172,3.59E-05,0.000116836
TAMMY,0.000251156,0.001229062,0.000741164,0.000479223,0.001402033
TAMRA,5.46E-06,8.62E-05,3.57E-05,5.99E-06,0
TAN,0,2.74E-06,0,0.00062898,0
TANA,1.09E-05,4.29E-05,2.68E-05,5.99E-06,0
TANIA,0.000300295,7.80E-05,6.25E-05,7.19E-05,0
TANISHA,0,3.65E-06,0.000303609,0,0
TANJA,1.09E-05,2.87E-05,5.36E-05,0,0
TANNER,5.46E-06,2.37E-05,0,5.99E-06,0
TANYA,0.000212937,0.000399502,0.001017984,0.000185699,0.001051525
TAO,0,9.12E-07,0,0.000557096,0.000116836
TARA,9.28E-05,0.000786691,0.000526852,0.000143767,0.000350508
TAREK,0,2.19E-05,8.93E-06,3.00E-05,0.000116836
TARI,0,1.32E-05,1.79E-05,0,0
TARIQ,5.46E-06,9.58E-06,8.93E-06,0.00020367,0.000116836
TARUN,0,2.28E-06,0,0.000155747,0
TARYN,0,5.24E-05,4.46E-05,3.00E-05,0
TASHA,1.64E-05,4.83E-05,0.00029468,1.80E-05,0
TATE,5.46E-06,1.28E-05,0,5.99E-06,0.000116836
TATIANA,7.64E-05,5.52E-05,5.36E-05,1.80E-05,0
TATUM,0,7.30E-06,0,0,0
TATYANA,5.46E-06,7.34E-05,0,1.20E-05,0.000116836
TAUNYA,0,1.00E-05,0,0,0
TAWNY,5.46E-06,1.28E-05,0,5.99E-06,0
TAWNYA,5.46E-06,2.37E-05,1.79E-05,0,0
TAYLOR,2.73E-05,0.000141832,3.57E-05,3.59E-05,0
TED,5.46E-05,0.000311028,0.000116086,0.000329466,0.000350508
TEDD,0,1.60E-05,0,1.20E-05,0
TEDDY,6.01E-05,5.43E-05,6.25E-05,0.000119806,0.000116836
TEENA,0,2.96E-05,8.93E-06,1.20E-05,0
TENA,1.09E-05,2.01E-05,1.79E-05,1.20E-05,0
TEODORA,7.10E-05,8.21E-06,0,5.39E-05,0
TEODORO,0.000251156,3.19E-06,0,7.19E-05,0.000116836
TEOFILO,0.000109198,2.74E-06,0,2.40E-05,0
TERA,1.09E-05,3.10E-05,2.68E-05,5.99E-06,0
TERENCE,1.09E-05,0.000181053,0.000330398,0.000125796,0.000350508
TERESA,0.003068473,0.001924542,0.001268016,0.000760766,0.001986213
TERESE,2.18E-05,5.20E-05,8.93E-06,1.20E-05,0
TERESITA,0.000212937,1.69E-05,1.79E-05,0.000718834,0.000233672
TERESSA,0,1.28E-05,3.57E-05,0,0
TERI,6.55E-05,0.000291874,0.000125016,6.59E-05,0.000467344
TERRA,0,3.88E-05,5.36E-05,5.99E-06,0
TERRANCE,1.09E-05,0.000169652,0.000616148,6.59E-05,0.000233672
TERRELL,0,2.96E-05,0.000357188,0,0.000116836
TERRENCE,2.18E-05,0.000284577,0.000607219,0.000113815,0.000350508
TERRI,0.000120118,0.000777114,0.000500063,0.000167728,0.00058418
TERRIE,1.64E-05,8.71E-05,8.04E-05,1.20E-05,0.000116836
TERRILL,0,1.37E-05,4.46E-05,5.99E-06,0
TERRY,0.000191097,0.002067287,0.001839516,0.000395359,0.002804066
TERYL,0,8.67E-06,0,0,0
TESSA,5.46E-06,4.10E-05,1.79E-05,1.80E-05,0
TETYANA,0,9.12E-06,0,0,0
THAD,5.46E-06,4.83E-05,1.79E-05,5.99E-06,0.000116836
THADDEUS,5.46E-06,6.34E-05,8.04E-05,0,0.000116836
THAI,1.09E-05,4.56E-07,8.93E-06,0.000509174,0.000116836
THANG,0,9.12E-07,0,0.000509174,0
THANH,5.46E-06,2.28E-06,0,0.002192444,0.000116836
THAO,0,2.74E-06,0,0.000581058,0
THEA,1.09E-05,3.01E-05,4.46E-05,1.80E-05,0
THELMA,0.000300295,0.000100332,0.000750094,0.00020367,0.000233672
THEO,1.09E-05,1.14E-05,3.57E-05,3.00E-05,0
THEODORA,1.64E-05,2.55E-05,4.46E-05,0,0
THEODORE,0.000125578,0.000713266,0.000928688,0.000263572,0.000817853
THERESA,0.000818987,0.001686027,0.001473398,0.000551106,0.001518869
THERESE,3.28E-05,0.00022757,3.57E-05,7.19E-05,0.000350508
THERON,0,2.37E-05,2.68E-05,0,0.000233672
THI,0,1.37E-06,0,0.000263572,0
THIEN,5.46E-06,0,0,0.000377388,0
THIERRY,0,1.23E-05,1.79E-05,1.80E-05,0
THINH,0,4.56E-07,0,0.000347436,0
THO,5.46E-06,9.12E-07,0,0.000245602,0
THOMAS,0.001457798,0.01198917,0.003205758,0.002575822,0.007360673
THONG,0,0,0,0.000371398,0
THOR,0,1.92E-05,0,5.99E-06,0.000116836
THU,0,2.74E-06,0,0.000551106,0.000116836
THUAN,0,4.56E-07,0,0.000407339,0.000116836
THUC,0,0,0,0.000101835,0
THURMAN,0,1.14E-05,8.04E-05,0,0.000116836
THUY,5.46E-06,4.10E-06,8.93E-06,0.001204047,0
TIA,0,4.29E-05,0.000214313,4.79E-05,0.000116836
TIAN,0,0,8.93E-06,0.00020367,0
TIBOR,5.46E-06,1.50E-05,0,1.20E-05,0.000116836
TIEN,1.09E-05,1.82E-06,0,0.000545116,0
TIFFANI,1.64E-05,3.74E-05,8.04E-05,1.80E-05,0
TIFFANIE,5.46E-06,1.87E-05,4.46E-05,1.80E-05,0
TIFFANY,0.000141958,0.000689096,0.001669852,0.000581058,0.001402033
TIM,6.55E-05,0.000409079,9.82E-05,0.000395359,0.000116836
TIMMY,1.09E-05,2.65E-05,3.57E-05,4.79E-05,0
TIMOTHY,0.000545992,0.006351902,0.00227707,0.000904533,0.003855591
TIN,0,1.37E-06,0,0.00041333,0
TINA,0.000333055,0.001066707,0.000759023,0.000952455,0.001051525
TING,0,1.37E-06,0,0.000329466,0.000116836
TINH,0,0,0,0.000161738,0
TISHA,1.09E-05,2.51E-05,8.93E-05,5.99E-06,0.000116836
TITO,9.28E-05,2.28E-06,0,8.99E-05,0
TITUS,0,8.67E-06,8.04E-05,3.59E-05,0
TOAN,0,9.12E-07,0,0.000341446,0
TOBIAS,4.91E-05,3.47E-05,1.79E-05,5.99E-06,0
TOBIN,5.46E-06,2.51E-05,0,5.99E-06,0.000116836
TOBY,3.28E-05,0.000137272,8.04E-05,4.19E-05,0.000116836
TOD,5.46E-06,7.30E-05,0,5.99E-06,0
TODD,0.000125578,0.002554351,0.000482203,0.000227631,0.000701016
TOM,4.91E-05,0.000360282,8.93E-05,0.000892552,0.00058418
TOMAS,0.001130203,3.56E-05,2.68E-05,0.000113815,0
TOMASZ,5.46E-06,4.51E-05,0,5.99E-06,0
TOMEKA,0,0,0.000169664,0,0
TOMI,5.46E-06,1.19E-05,0,1.20E-05,0.000116836
TOMISLAV,0,7.30E-06,0,0,0
TOMMIE,2.73E-05,3.65E-05,0.000375047,1.20E-05,0.000116836
TOMMY,0.000136498,0.000236691,0.000553641,0.000551106,0.00058418
TONG,0,0,0,0.000437291,0.000116836
TONI,0.000147418,0.000378524,0.000714375,5.99E-05,0.000817853
TONIA,2.73E-05,5.61E-05,0.000241102,5.99E-06,0
TONJA,0,2.23E-05,8.04E-05,0,0.000116836
TONY,0.00063881,0.000486152,0.001294805,0.002138531,0.000817853
TONYA,4.37E-05,0.00034204,0.001178719,2.40E-05,0.000467344
TORI,5.46E-06,3.74E-05,4.46E-05,5.99E-06,0
TORREY,5.46E-06,1.23E-05,8.04E-05,0,0
TORY,0,2.46E-05,2.68E-05,1.20E-05,0.000116836
TOSHA,0,9.58E-06,8.93E-05,0,0
TRACE,5.46E-06,1.37E-05,1.79E-05,0,0
TRACEE,0,1.60E-05,3.57E-05,5.99E-06,0
TRACEY,5.46E-05,0.000511235,0.000937617,6.59E-05,0.000233672
TRACI,2.18E-05,0.000306011,0.00029468,7.19E-05,0.000116836
TRACIE,2.18E-05,0.000157794,0.000232172,3.59E-05,0.000116836
TRACY,0.000223857,0.001735737,0.001562695,0.000527145,0.001402033
TRAM,0,9.12E-07,0,0.000185699,0
TRAN,0,0,0,0.000191689,0
TRANG,0,2.28E-06,0,0.000658931,0.000116836
TRAVIS,7.64E-05,0.000819983,0.000607219,0.000113815,0.001051525
TRENA,5.46E-06,1.50E-05,4.46E-05,0,0.000116836
TRENT,0,0.000139096,4.46E-05,2.40E-05,0
TRENTON,0,3.65E-05,4.46E-05,1.20E-05,0
TRESA,0,1.55E-05,1.79E-05,0,0
TRESSA,0,1.73E-05,4.46E-05,0,0
TREVA,0,1.50E-05,7.14E-05,0,0
TREVOR,3.28E-05,0.000280472,0.000339328,3.59E-05,0.000233672
TREY,0,1.41E-05,8.93E-06,5.99E-06,0
TRI,0,1.82E-06,0,0.000742795,0
TRICIA,6.55E-05,0.000250829,0.000160734,7.79E-05,0.000350508
TRINA,6.01E-05,0.000107628,0.000437555,5.99E-05,0.000233672
TRINH,0,9.12E-07,0,0.000329466,0
TRINIDAD,0.000442253,4.56E-06,0,3.59E-05,0
TRINITY,0,1.32E-05,8.93E-06,1.20E-05,0
TRISH,0,1.64E-05,0,5.99E-06,0
TRISHA,4.37E-05,0.000175124,4.46E-05,3.59E-05,0.000116836
TRISTA,0,2.14E-05,1.79E-05,0,0.000116836
TRISTAN,5.46E-06,3.15E-05,3.57E-05,5.39E-05,0
TRONG,0,0,0,0.000125796,0
TROY,8.74E-05,0.000796268,0.000937617,0.000119806,0.000350508
TRUC,0,4.56E-07,0,0.000167728,0.000116836
TRUDI,0,1.73E-05,8.93E-06,0,0
TRUDIE,0,8.21E-06,0,0,0
TRUDY,1.64E-05,0.000134536,9.82E-05,3.00E-05,0
TRUMAN,1.09E-05,2.14E-05,1.79E-05,0,0
TRUNG,0,0,0,0.000754776,0
TRUONG,0,0,0,0.000245602,0
TU,5.46E-06,0,0,0.000485213,0.000116836
TUAN,5.46E-06,2.74E-06,0,0.001503561,0.000116836
TUCKER,0,1.64E-05,0,0,0
TUNG,0,9.12E-07,0,0.000545116,0
TUSHAR,0,3.19E-06,0,0.000185699,0.000233672
TUYEN,5.46E-06,0,0,0.000239611,0
TUYET,0,9.12E-07,0,0.000227631,0.000116836
TWILA,1.09E-05,2.42E-05,2.68E-05,0,0
TWYLA,0,1.78E-05,3.57E-05,0,0.000116836
TY,5.46E-06,8.76E-05,3.57E-05,0.000191689,0.000116836
TYE,0,1.28E-05,0,1.20E-05,0
TYLER,4.91E-05,0.000473383,1.79E-05,5.39E-05,0.00058418
TYRA,0,1.41E-05,0.000133945,0,0
TYRONE,5.46E-05,3.83E-05,0.001393031,6.59E-05,0.000116836
TYSON,1.09E-05,8.07E-05,4.46E-05,3.00E-05,0.000116836
TZVI,0,6.84E-06,0,0,0
UBALDO,0.000180177,9.12E-07,0,5.99E-06,0
UDAY,0,3.19E-06,0,0.000149757,0
UDO,0,8.21E-06,0,0,0
ULISES,0.000191097,1.82E-06,0,0,0
ULRIKE,0,1.14E-05,0,0,0
ULYSSES,4.37E-05,3.19E-06,0.000187523,4.79E-05,0.000116836
UMA,0,3.65E-06,0,0.000263572,0.000116836
UMESH,0,1.82E-06,0,0.000197679,0
URIEL,0.000256616,4.56E-06,8.93E-06,5.99E-06,0.000116836
URSULA,6.55E-05,7.57E-05,0.000160734,1.80E-05,0.000116836
URSZULA,0,1.00E-05,0,0,0
USHA,0,1.00E-05,0,0.000365407,0.00058418
UT,0,0,0,0.000101835,0
UTE,0,8.67E-06,0,0,0
UWE,0,9.12E-06,0,0,0
VADIM,5.46E-06,4.79E-05,0,1.80E-05,0
VAHAN,0,7.30E-06,0,0,0
VAHE,0,1.69E-05,0,0,0
VAHIK,0,6.84E-06,0,0,0
VAISHALI,0,3.19E-06,8.93E-06,0.000167728,0.000116836
VAL,5.46E-06,3.47E-05,1.79E-05,1.80E-05,0
VALARIE,2.18E-05,3.79E-05,0.000214313,0,0
VALENTIN,0.000305755,2.92E-05,1.79E-05,1.80E-05,0.000350508
VALENTINA,8.74E-05,4.51E-05,0,2.40E-05,0
VALENTINE,3.82E-05,1.23E-05,4.46E-05,3.59E-05,0
VALERI,5.46E-06,1.73E-05,0,0,0
VALERIA,9.83E-05,1.87E-05,0.000133945,0,0
VALERIE,0.000556911,0.001053482,0.001794867,0.000269563,0.000934689
VALERIY,0,2.10E-05,0,5.99E-06,0
VALERY,0,2.14E-05,5.36E-05,0,0
VALORIE,0,2.96E-05,5.36E-05,0,0
VAN,3.28E-05,7.16E-05,0.000151805,0.000946465,0.000116836
VANCE,5.46E-06,7.52E-05,8.93E-05,3.59E-05,0.000233672
VANDANA,0,1.82E-06,0,0.00020966,0
VANESSA,0.000917266,0.000308292,0.001518047,0.000257582,0.001051525
VARSHA,0,3.65E-06,8.93E-06,0.000161738,0
VASILE,5.46E-06,1.73E-05,0,5.99E-06,0
VASILIKI,0,1.05E-05,0,0,0
VASILIOS,5.46E-06,1.78E-05,0,0,0
VASILIY,5.46E-06,1.69E-05,0,0,0
VASYL,0,1.14E-05,0,0,0
VAUGHN,0,5.11E-05,0.000116086,1.20E-05,0
VEENA,0,4.10E-06,0,0.00020966,0.000116836
VELMA,9.28E-05,3.37E-05,0.000437555,1.80E-05,0.000233672
VENESSA,3.28E-05,8.21E-06,7.14E-05,0,0
VENKAT,0,4.56E-06,0,0.000179709,0.000233672
VENKATA,0,7.30E-06,8.93E-06,0.000509174,0.000233672
VENKATESH,0,2.74E-06,0,0.00022164,0
VENUS,3.82E-05,1.05E-05,9.82E-05,7.79E-05,0.000116836
VERA,7.10E-05,0.000139552,0.000642938,0.000101835,0.000233672
VERN,0,2.96E-05,3.57E-05,1.80E-05,0
VERNA,1.64E-05,5.47E-05,0.00029468,3.59E-05,0.000116836
VERNE,0,1.50E-05,0,5.99E-06,0
VERNON,3.82E-05,0.000231219,0.000901898,0.000131786,0
VERONICA,0.003286869,0.000319237,0.001366242,0.000251592,0.000350508
VERONIKA,1.64E-05,1.55E-05,0,0,0
VERONIQUE,5.46E-06,1.37E-05,5.36E-05,0,0
VICENTE,0.000960945,5.47E-06,0,0.000149757,0
VICKEY,0,1.73E-05,2.68E-05,0,0
VICKI,8.74E-05,0.000830928,0.000348258,0.000167728,0.000467344
VICKIE,7.10E-05,0.000381716,0.000428625,4.19E-05,0.000350508
VICKY,0.000114658,0.000193822,7.14E-05,0.000281543,0.000350508
VICTOR,0.006437241,0.000627072,0.001259086,0.001174096,0.00058418
VICTORIA,0.001266701,0.001048921,0.000919758,0.000611009,0.001986213
VIDA,5.46E-06,1.55E-05,8.04E-05,1.80E-05,0.000116836
VIDAL,0.000131038,2.28E-06,2.68E-05,1.20E-05,0
VIDYA,0,4.56E-06,0,0.000149757,0
VIEN,0,0,0,0.000107825,0
VIET,0,0,0,0.000389368,0
VIJAY,0,1.60E-05,0,0.000910523,0.000701016
VIJAYA,5.46E-06,5.47E-06,0,0.000311495,0
VIKAS,0,8.21E-06,0,0.000281543,0
VIKI,0,1.73E-05,0,5.99E-06,0.000116836
VIKKI,5.46E-06,3.42E-05,3.57E-05,1.80E-05,0
VIKRAM,5.46E-06,6.84E-06,0,0.000293524,0
VIKTOR,5.46E-06,4.20E-05,0,5.99E-06,0
